id_jogo_cbf,category,amount
14294b_2024,TAXA FERJ,117874.5
14294b_2024,INSS 5% DECRETO,94796.29
14294b_2024,TAXA DE ARBITRAGEM,27830.0
14294b_2024,INSS 20% S/ ARBITRAGEM,5566.0
14294b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,7816.0
14294b_2024,DESPESA OPERACIONAL,22000.0
14294b_2024,INSS 20% S/ DESPESA OPERACIONAL,4400.0
14294b_2024,DELEGADO,3000.0
14294b_2024,INSS 20% S/ DELEGADO,600.0
14294b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",1597.09
14294b_2024,CREDENCIAMENTO,2800.0
14294b_2024,CONTROLE E EXAME DE DOPING,4000.0
14294b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,159093.49
14294b_2024,TAXA DE BOMBEIROS,4187.93
14294b_2024,DESPESAS DO ESTÁDIO,1094084.82
14294b_2024,INGRESSO PROMOCIONAL,112160.0
14294b_2024,CAMAROTE PROMOCIONAL,69360.0
14294b_2024,SUPERVISOR DE PROTOCOLO CBF,2150.0
14294b_2024,INSS 20% S/ SUPERVISOR DE PROTOCOLO CBF,300.0
14294b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
14294b_2024,INSS 11% S/ ARBITRAGEM,939.09
14294b_2024,INSS 11% S/ OPERACIONAL,1875.5
14294b_2024,INSS 11% S/ DELEGADO,0.0
14294b_2024,INSS 11% S/ SUPERVISOR DE PROTOCOLO CBF,71.5
14294b_2024,IRRF S/ ARBITRAGEM,3534.49
14295b_2024,TAXA FERJ,34821.75
14295b_2024,INSS 5% (SAF Botafogo Lei nº 14.193/2021),0.0
14295b_2024,TAXA DE ARBITRAGEM,26610.0
14295b_2024,INSS 20% S/ ARBITRAGEM,5322.0
14295b_2024,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,7957.7
14295b_2024,DESPESA OPERACIONAL,22000.0
14295b_2024,INSS 20% S/ DESPESA OPERACIONAL,4400.0
14295b_2024,DELEGADO,3000.0
14295b_2024,INSS 20% S/ DELEGADO,600.0
14295b_2024,"SEGURO DO PÚBLICO PRESENTE (0,032)",626.85
14295b_2024,CREDENCIAMENTO,2700.0
14295b_2024,CONTROLE E EXAME DE DOPING,4000.0
14295b_2024,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,29150.44
14295b_2024,TAXA DE BOMBEIROS,2393.11
14295b_2024,POSTO MÉDICO,13800.0
14295b_2024,DESPESA OPERACIONAL DO ESTÁDIO,204102.02
14295b_2024,SEGURANÇA PRIVADA,83460.0
14295b_2024,INGRESSO PROMOCIONAL,22200.0
14295b_2024,CAMAROTE PROMOCIONAL,31860.0
14295b_2024,DESPESA SÓCIO TORCEDOR,352672.0
14295b_2024,SUPERVISÃO PROTOCOLO CBF,2150.0
14295b_2024,INSS 20% S/ SUPERVISÃO DE PROTOLOCO CBF,430.0
14295b_2024,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 007 DFI/2024,19590.01
14296b_2024,B1 - ALUGUÉIS E SEGUROS,931.81
14296b_2024,B2 - TAXAS E IMPOSTOS,266992.85
14296b_2024,B3 - DESPESAS OPERACIONAIS,476019.15
14297b_2024,Seguro Público Pagante - CBF,1074.75
14297b_2024,2% ISS,34524.05
14297b_2024,20% INSS Arbitragem,5692.15
14297b_2024,20% INSS Prestadores de Serviços,130.0
14297b_2024,20% INSS Sobre Quadro Móvel - Clube,250.0
14297b_2024,5% - FPF,86310.13
14297b_2024,5% INSS Renda Bruta,86310.13
14297b_2024,Ambulância,12157.0
14297b_2024,Antidoping CBF,1800.0
14297b_2024,Antidoping CBF - Análise Laboratorias,2200.0
14297b_2024,Arbitragem - Diária / Transporte,2111.32
14297b_2024,"Arbitragem, Assistentes e Delegados",33281.18
14297b_2024,Arrecadador,900.0
14297b_2024,Brigada de Incêndio - Bombeiro,2080.0
14297b_2024,CET,22895.9
14297b_2024,CET - Comunicação Visual,1200.0
14297b_2024,DELEGADO/DIRETOR DE JOGO,1010.0
14297b_2024,Equipe de Apoio,9753.0
14297b_2024,Funcionários,94746.0
14297b_2024,Gerente de Operações,900.0
14297b_2024,Gradeamento,12691.23
14297b_2024,Ingressos e Controle de Acesso,66231.12
14297b_2024,Logística da Arbitragem,19590.0
14297b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
14297b_2024,Orientadores,92412.52
14297b_2024,Prestadores de Serviços,650.0
14297b_2024,Quadro Móvel do Clube,1250.0
14297b_2024,Segurança Privada,131396.16
14297b_2024,Sonorização,3000.0
14297b_2024,11% INSS Equipe de Arbitragem,858.0
14297b_2024,11% INSS Prestadores de Serviços,71.5
14298b_2024,ALUGUEL DE CAMPO,23476.05
14298b_2024,SEGURO ARBITRAGEM,42.1
14298b_2024,SEGURO TORCEDOR,541.92
14298b_2024,5% - FEDERAÇÃO LOCAL,9029.25
14298b_2024,5% - INSS [RENDA BRUTA],9029.25
14298b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4856.0
14298b_2024,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
14298b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",24280.0
14298b_2024,EMISSÃO E VENDAS DE INGRESSOS,4557.15
14298b_2024,INGRESSO CORTESIA,1394.0
14298b_2024,OUTRAS DESPESAS,203568.4
14298b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",7200.0
14298b_2024,SÓCIO TORCEDOR,10821.0
14298b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,28556.11
14299b_2024,SEGURO TORCEDOR,207.3
14299b_2024,5% - FEDERAÇÃO LOCAL,3999.25
14299b_2024,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1131.73
14299b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],296.38
14299b_2024,"20% INSS - SOBRE A REMUNERAÇÃO ARBITRAGEM, ASSISTENTES E QUARTO ARBITRO",4608.0
14299b_2024,20% INSS SUPERVISOR DE MARKETING DA CBF,130.0
14299b_2024,BRIGADA DE INCÊNDIO,1671.1
14299b_2024,CONTROLE DE LOGÍSTICA DE ARBITRAGEM (VAR + CAMPO),19590.01
14299b_2024,"COORDENADOR CBF, SUPERVISOR DE IMPRENSA E SUPERVISOR DE CAMPO CBF NOTAS FS",2150.0
14299b_2024,"DIARIAS E TRANSPORTE ARBITRAGENS, ANALISTA CAMPO, VAR E QUALITY MANAGER COM COMPROVANTE",522.14
14299b_2024,"DIARIAS E TRANSPORTE ARBITRAGENS, ANALISTA CAMPO, VAR E QUALITY MANAGER SEM COMPROVANTE",5658.66
14299b_2024,QUADRO MÓVEL [F],1481.9
14299b_2024,SERVICOS DE TERCEIROS (APOIO OPERACIONAL) NOTA FISCAL,650.0
14299b_2024,SUPERVISOR DE MARKETING - CBF,650.0
14299b_2024,"TAXA DE ARBITRAGENS, ASSISTENTES, ASSESSOR E ANALISTA CAMPO, VAR E AVAR, QUALITY MANAGER",23040.0
242100b_2024,ALUGUEL DE CAMPO,30281.76
242100b_2024,SEGURO TORCEDOR,453.86
242100b_2024,5% - FEDERAÇÃO LOCAL,10807.75
242100b_2024,5% - ISS [RENDA BRUTA],10807.75
242100b_2024,5% INSS - TAXA EXCEDENTE DE GRATUIDADE,262.0
242100b_2024,TAXA 8% FPF SOBRE EXCEDENTE DE GRATUIDADE | CORTESIA,419.2
242100b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3410.0
242100b_2024,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1033.4
242100b_2024,ALIMENTAÇÃO / LANCHE,5938.34
242100b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",17050.0
242100b_2024,BILHETEIROS / PORTEIROS,1589.5
242100b_2024,BRIGADA DE INCÊNDIO,2400.0
242100b_2024,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",24418.05
242100b_2024,EQUIPE DE APOIO,1880.0
242100b_2024,EQUIPE DE ORIENTADORES,7930.0
242100b_2024,FUNCIONÁRIOS,8350.0
242100b_2024,INGRESSO CORTESIA,69940.0
242100b_2024,LOCAÇÃO DE EQUIPAMENTOS,8025.0
242100b_2024,LOCAÇÃO DE GRADES,4050.0
242100b_2024,LOGÍSTICA DO JOGO,3300.0
242100b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULANCIA",3789.47
242100b_2024,QUADRO MÓVEL [CLUBE],10400.0
242100b_2024,SEGURANÇA PRIVADA,42200.0
242100b_2024,SONORIZAÇÃO / LOCUÇÃO/FOTO/FILMAGEM,14850.0
242100b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,6771.0
242101b_2024,SEGURO TORCEDOR,106.11
242101b_2024,5% - FEDERAÇÃO LOCAL,1449.0
242101b_2024,5% - INSS [RENDA BRUTA],1449.0
242101b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],140.52
242101b_2024,20% INSS DO SUPERVISOR DE CAMPO CBF E SUPERVISOR DE MARKETING CBF,260.0
242101b_2024,COORDENADOR CBF E SUPERVISOR DE CAMPO CBF NOTAS FS,1500.0
242101b_2024,QUADRO MÓVEL [F],702.6
242101b_2024,SERVICOS DE TERCEIROS (APOIO OPERACIONAL) NOTA FISCAL,1429.3
242101b_2024,SUPERVISOR DE CAMPO CBF E SUPERVISOR DE MARKETING CBF,1300.0
242101b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],59.97
242101b_2024,IRPF - SOBRE REMUNERAÇÃO DO SUPERVISOR DE MARKETING CBF,31.95
242102b_2024,Seguro Público Pagante - CBF,91.17
242102b_2024,20% INSS Arbitragem,4624.06
242102b_2024,20% INSS Prestadores de Serviços,130.0
242102b_2024,5% - FPF,2769.5
242102b_2024,5% INSS Renda Bruta,2769.5
242102b_2024,Ambulância,3000.0
242102b_2024,Arbitragem - Diária / Transporte,2318.0
242102b_2024,"Arbitragem, Assistentes e Delegados",23120.28
242102b_2024,Arrecadador,1061.0
242102b_2024,Controladores de Acesso,6200.0
242102b_2024,DELEGADO/DIRETOR DE JOGO,1106.0
242102b_2024,Emissão de Ingressos,4686.7
242102b_2024,Funcionários,1700.0
242102b_2024,Gandulas e Maqueiros,800.0
242102b_2024,Gerente de Operações,927.0
242102b_2024,Ingressos e Controle de Acesso,6300.0
242102b_2024,"Limpeza, Higienização e Sanitização",3810.0
242102b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
242102b_2024,Prestadores de Serviços,650.0
242102b_2024,Segurança Privada,3000.0
242102b_2024,Sonorização,2000.0
242102b_2024,11% INSS Equipe de Arbitragem,457.05
242103b_2024,Seguro Público Pagante - CBF,85.79
242103b_2024,20% INSS Arbitragem,5393.7
242103b_2024,5% - FPF,1821.25
242103b_2024,5% INSS Renda Bruta,1821.25
242103b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,6130.0
242103b_2024,Arbitragem - Diária / Transporte,1476.49
242103b_2024,"Arbitragem, Assistentes e Delegados",26968.51
242103b_2024,Arrecadador,1731.0
242103b_2024,Banheiros Químicos,450.0
242103b_2024,Bilheteiros,1000.0
242103b_2024,Brigada de Incêndio - Bombeiro,350.0
242103b_2024,DELEGADO/DIRETOR DE JOGO,1302.0
242103b_2024,Emissão de Ingressos,2940.75
242103b_2024,Equipe de Apoio,5900.0
242103b_2024,Funcionários,2110.0
242103b_2024,Gandulas e Maqueiros,800.0
242103b_2024,Gerente de Operações,900.0
242103b_2024,Gradeamento,2550.0
242103b_2024,Locação de Catracas,7800.0
242103b_2024,Locação de Equipamentos e Manutenção,900.0
242103b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
242103b_2024,Orientadores,3270.0
242103b_2024,Segurança Privada,8925.0
242103b_2024,Sonorização,120.0
242103b_2024,11% INSS Equipe de Arbitragem,538.94
242104b_2024,Seguro Público Pagante - CBF,46.18
242104b_2024,20% INSS Arbitragem,4986.75
242104b_2024,5% - FPF,942.5
242104b_2024,Arbitragem - Diária / Transporte,7833.46
242104b_2024,"Arbitragem, Assistentes e Delegados",24933.74
242104b_2024,Arrecadador,1765.0
242104b_2024,DELEGADO/DIRETOR DE JOGO,1440.0
242104b_2024,Equipe de Apoio,3726.0
242104b_2024,Gerente de Operações,1254.0
242104b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
242104b_2024,Prestadores de Serviços,650.0
242104b_2024,11% INSS Equipe de Arbitragem,1351.74
242105b_2024,Seguro Público Pagante - CBF,279.04
242105b_2024,20% INSS Arbitragem,4645.17
242105b_2024,20% INSS Prestadores de Serviços,130.0
242105b_2024,5% - FPF,16864.75
242105b_2024,5% INSS Renda Bruta,16864.75
242105b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,19746.44
242105b_2024,Ambulância,4700.0
242105b_2024,Arbitragem - Diária / Transporte,2618.13
242105b_2024,"Arbitragem, Assistentes e Delegados",23225.87
242105b_2024,Arrecadador,1019.0
242105b_2024,DELEGADO/DIRETOR DE JOGO,1129.0
242105b_2024,Emissão de Ingressos,43060.0
242105b_2024,Equipe de Apoio,6896.0
242105b_2024,Geradores,9980.0
242105b_2024,Gerente de Operações,964.0
242105b_2024,Ingressos e Controle de Acesso,5316.6
242105b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
242105b_2024,Prestadores de Serviços,650.0
242105b_2024,Quadro Móvel do Clube,43637.0
242105b_2024,Segurança Privada,31310.0
242105b_2024,11% INSS Equipe de Arbitragem,756.61
242105b_2024,11% INSS Prestadores de Serviços,71.5
242105b_2024,11% INSS Quadro Móvel - Clube,0.0
242105b_2024,11% INSS Quadro Móvel - Federação Local,0.0
242106b_2024,SEGURO TORCEDOR,59.01
242106b_2024,5% - FEDERAÇÃO LOCAL,1997.0
242106b_2024,5% - INSS [RENDA BRUTA],1997.0
242106b_2024,CLUBES SC 1% SOBRE A RECEITA BRUTA,399.4
242106b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],130.0
242106b_2024,QUADRO MÓVEL [F],4750.0
242106b_2024,SÓCIO TORCEDOR [REEMBOLSO],30740.0
242106b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1634.88
242107b_2024,B1-ALUGUEIS E SEGUROS,50.78
242107b_2024,B2-TAXAS E IMPOSTOS,5733.75
242107b_2024,B3- DESPESAS OPERACIONAIS,45370.0
242107b_2024,DESCONTOS,1733.65
242108b_2024,SEGURO TORCEDOR,460.64
242108b_2024,5% - FEDERAÇÃO LOCAL,10394.5
242108b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4588.24
242108b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],980.0
242108b_2024,"ARBITRAGEM, AUXILIARES, 4°ARB.ANALISTA DE CAMPO, OUTROS",22941.2
242108b_2024,DESPESAS OPERACIONAIS,146074.31
242108b_2024,MODELO D,840.0
242108b_2024,MODELO D [CBF],3467.5
242108b_2024,QUADRO MÓVEL [F],4900.0
242108b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",978.21
242108b_2024,"11% - INSS SOBRE DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",539.0
242108b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",1328.84
242108b_2024,IRRF SOBRE O QUADRO MÓVEL [FEDERAÇÃO],45.69
242109b_2024,B1-ALUGUEIS E SEGUROS,419.84
242109b_2024,B2-TAXAS E IMPOSTOS,15567.0
242109b_2024,B3- DESPESAS OPERACIONAIS,89353.91
242109b_2024,DESCONTOS,500.5
24210b_2024,ALUGUEL DE CAMPO,36198.5
24210b_2024,SEGURO ARBITRAGEM,37.89
24210b_2024,SEGURO TORCEDOR,825.7
24210b_2024,5% - FEDERAÇÃO LOCAL,13922.5
24210b_2024,5% - INSS [RENDA BRUTA],13922.5
24210b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3360.0
24210b_2024,"ALIMENTAÇÃO: CAMAROTES, SEGURANÇA PÚBLICA E ARBITRAGEM",17431.0
24210b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",16800.0
24210b_2024,EMISSÃO E VENDAS DE INGRESSOS,1450.0
24210b_2024,"FCF (COORD. DE CAMPO, COORD. IMPRENSA E SUPERVISOR)",3100.0
24210b_2024,INGRESSO CORTESIA,2195.0
24210b_2024,"LOCAÇÃO DE ESTRUTURA, ILUMINAÇÃO E PLACAS",26005.8
24210b_2024,"LOCUÇÃO, TRANSMISSÃO DE JOGO E COLETIVA",2420.0
24210b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",3500.0
24210b_2024,PRODUÇÃO DO EVENTO,12700.0
24210b_2024,"QUADRO MÓVEL I: CONTROLE DE ACESSO, SEGURANÇA, LIMPEZA, SUPERVISÃO DE JOGO, FISCAL DE CAMPO",72045.0
24210b_2024,QUADRO MÓVEL II: BRIGADISTAS; CONSULTORIA JURÍDICA E AUDITORIA,5000.0
24210b_2024,SÓCIO TORCEDOR,17230.0
24210b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,8228.8
242110b_2024,ALUGUEL DE CAMPO,13087.75
242110b_2024,SEGURO ARBITRAGEM,37.89
242110b_2024,SEGURO TORCEDOR,396.51
242110b_2024,5% - FEDERAÇÃO LOCAL,5033.75
242110b_2024,5% - INSS [RENDA BRUTA],5033.75
242110b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3506.0
242110b_2024,"ALIMENTAÇÃO: CAMAROTES, SEGURANÇA PÚBLICA E ARBITRAGEM",17290.0
242110b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",17530.0
242110b_2024,EMISSÃO E VENDAS DE INGRESSOS,1600.0
242110b_2024,"FCF (COORD. DE CAMPO, COORD. IMPRENSA E SUPERVISOR)",3750.0
242110b_2024,INGRESSO CORTESIA,1753.0
242110b_2024,"LOCAÇÃO DE ESTRUTURA, ILUMINAÇÃO E PLACAS",3790.0
242110b_2024,"LOCUÇÃO, TRANSMISSÃO DE JOGO E COLETIVA",2420.0
242110b_2024,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",3000.0
242110b_2024,PRODUÇÃO DO EVENTO,13208.0
242110b_2024,"QUADRO MÓVEL I: CONTROLE DE ACESSO, SEGURANÇA, LIMPEZA, SUPERVISÃO DE JOGO, FISCAL DE CAMPO",53540.0
242110b_2024,QUADRO MÓVEL II: BRIGADISTAS; CONSULTORIA JURÍDICA E AUDITORIA,4420.0
242110b_2024,SÓCIO TORCEDOR,7752.0
242110b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,8366.6
242111b_2024,SEGURO TORCEDOR,272.83
242111b_2024,5% - FEDERAÇÃO LOCAL,7777.5
242111b_2024,5% - INSS [RENDA BRUTA],15555.0
242111b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],140.52
242111b_2024,20% INSS SUPERVISOR DE MARKETING DA CBF,130.0
242111b_2024,"COORDENADOR CBF, SUPERVISOR DE IMPRENSA E SUPERVISOR DE CAMPO CBF NOTAS FS",2150.0
242111b_2024,QUADRO MÓVEL [F],702.6
242111b_2024,SERVICOS DE TERCEIROS (APOIO OPERACIONAL) NOTA FISCAL,1429.3
242111b_2024,SUPERVISOR DE MARKETING - CBF,650.0
242112b_2024,Seguro Público Pagante - CBF,113.22
242112b_2024,20% INSS Arbitragem,4350.51
242112b_2024,20% INSS Sobre Quadro Móvel - Clube,2062.0
242112b_2024,5% - FPF,3671.0
242112b_2024,5% INSS Renda Bruta,3671.0
242112b_2024,Ambulância,3000.0
242112b_2024,Arbitragem - Diária / Transporte,2360.46
242112b_2024,"Arbitragem, Assistentes e Delegados",21752.54
242112b_2024,Arrecadador,935.0
242112b_2024,DELEGADO/DIRETOR DE JOGO,1171.0
242112b_2024,Emissão de Ingressos,5000.0
242112b_2024,Equipe de Apoio,4706.0
242112b_2024,ESTACIONAMENTO,460.0
242112b_2024,Gerente de Operações,996.0
242112b_2024,Gradeamento,4300.0
242112b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1450.0
242112b_2024,Prestadores de Serviços,650.0
242112b_2024,Quadro Móvel do Clube,10310.0
242112b_2024,Segurança Privada,18662.0
242112b_2024,Sonorização,2350.0
242112b_2024,11% INSS Equipe de Arbitragem,174.81
242112b_2024,11% INSS Prestadores de Serviços,0.0
242112b_2024,11% INSS Quadro Móvel - Clube,0.0
242112b_2024,11% INSS Quadro Móvel - Federação Local,0.0
242113b_2024,Seguro Público Pagante - CBF,237.82
242113b_2024,20% INSS Arbitragem,4943.63
242113b_2024,5% - FPF,20720.0
242113b_2024,5% INSS Renda Bruta,20720.0
242113b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,2020.0
242113b_2024,Ambulância,5000.0
242113b_2024,Ambulatório,550.0
242113b_2024,Arbitragem - Diária / Transporte,3247.05
242113b_2024,"Arbitragem, Assistentes e Delegados",26878.15
242113b_2024,Arrecadador,1737.0
242113b_2024,Bilheteiros,600.0
242113b_2024,DELEGADO/DIRETOR DE JOGO,1461.0
242113b_2024,Emissão de Ingressos,4522.8
242113b_2024,Equipe de Apoio,3916.0
242113b_2024,Funcionários,1050.0
242113b_2024,Gandulas e Maqueiros,570.0
242113b_2024,Gerente de Operações,1398.32
242113b_2024,"Limpeza, Higienização e Sanitização",800.0
242113b_2024,Locação de Catracas,4900.0
242113b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
242113b_2024,Orientadores,2300.0
242113b_2024,11% INSS Equipe de Arbitragem,1067.24
242114b_2024,Seguro Público Pagante - CBF,32.54
242114b_2024,20% INSS Arbitragem,4817.96
242114b_2024,20% INSS Prestadores de Serviços,130.0
242114b_2024,5% - FPF,661.5
242114b_2024,5% INSS Renda Bruta,661.5
242114b_2024,Alimentação / Prest. Serviço / Staff / Policiamento,2450.0
242114b_2024,Ambulância,4000.0
242114b_2024,Arbitragem - Diária / Transporte,2028.4
242114b_2024,"Arbitragem, Assistentes e Delegados",24089.8
242114b_2024,Arrecadador,1013.0
242114b_2024,Banheiros Químicos,400.0
242114b_2024,Bilheteiros,500.0
242114b_2024,Brigada de Incêndio - Bombeiro,660.0
242114b_2024,DELEGADO/DIRETOR DE JOGO,1168.0
242114b_2024,Emissão de Ingressos,663.6
242114b_2024,Equipe de Apoio,4204.0
242114b_2024,Funcionários,4830.0
242114b_2024,Gandulas e Maqueiros,1170.0
242114b_2024,Gerente de Operações,1013.0
242114b_2024,Gradeamento,1800.0
242114b_2024,Locação de Catracas,2352.0
242114b_2024,Monitoramento Por Imagem,1045.0
242114b_2024,OFICIAIS CBF (SUPERVISOR E COORDENADOR),1500.0
242114b_2024,Prestadores de Serviços,650.0
242114b_2024,Segurança Privada,7390.0
242114b_2024,Sonorização,600.0
242114b_2024,11% INSS Equipe de Arbitragem,854.22
242115b_2024,SEGURO TORCEDOR,84.83
242115b_2024,3% - ISS [RENDA BRUTA] CLUBE,835.41
242115b_2024,5% - FEDERAÇÃO LOCAL,1392.35
242115b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4305.9
242115b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",1640.0
242115b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],21529.5
242115b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",3548.0
242115b_2024,BRIGADA DE INCÊNDIO,15156.4
242115b_2024,LIMPEZA E CONSERVAÇÃO,8200.0
242115b_2024,QUADRO MÓVEL [F],36558.84
242115b_2024,SEGURANÇA PRIVADA,4300.0
242115b_2024,SINALIZAÇÃO DE TRÂNSITO,2150.0
242115b_2024,SUPERVISOR DE PROTOCOLO [CBF],834.4
242115b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,455.53
242115b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",618.77
242115b_2024,11% - INSS SOBRE O QUADRO MÓVEL [F],360.0
242115b_2024,5% - ISS SOBRE O QUADRO MÓVEL [CLUBE],1726.51
242115b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",770.64
242116b_2024,SEGURO TORCEDOR,174.14
242116b_2024,5% - FEDERAÇÃO LOCAL,7120.5
242116b_2024,5% - INSS [RENDA BRUTA],7120.5
242116b_2024,CLUBES SC 1% SOBRE A RECEITA BRUTA,1424.1
242116b_2024,20% - INSS SOBRE O QUADRO MÓVEL [F],130.0
242116b_2024,QUADRO MÓVEL [F],4830.0
242117b_2024,ALUGUEL DE CAMPO,8000.0
242117b_2024,SEGURO TORCEDOR,91.01
242117b_2024,5% - FEDERAÇÃO MANDANTE,1708.0
242117b_2024,5% - INSS [RENDA BRUTA],3416.0
242117b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4445.0
242117b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DO DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",0.0
242117b_2024,AMBULATÓRIO,3200.0
242117b_2024,"ARBITRAGEM, AUXILIARES E FISCAIS",22225.0
242117b_2024,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",2585.0
242117b_2024,"DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",880.0
242117b_2024,DESPESA ADMINISTRATIVA,5620.0
242117b_2024,DESPESA CLUBE [MANDANTE],17447.0
242117b_2024,"DESPESA FEDERAÇÃO [MANDANTE] ART.80, § UNÍCO, II (RGC)",700.0
242117b_2024,MONITORAMENTO POR IMAGEM,2450.0
242117b_2024,SUPERVISOR DE IMPRENSA,650.0
242117b_2024,SUPERVISOR DE PROTOCOLO [CBF],1500.0
242117b_2024,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,1804.6
242117b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",476.19
242117b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",490.22
242118b_2024,SEGURO TORCEDOR,84.54
242118b_2024,5% - FEDERAÇÃO LOCAL,3334.5
242118b_2024,5% - INSS [RENDA BRUTA],3334.5
242118b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",4335.0
242118b_2024,"20% - INSS SOBRE A REMUNERAÇÃO DO DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",850.0
242118b_2024,"ARBITRAGEM, AUXILIARES, 4°ARB.ANALISTA DE CAMPO, OUTROS",21675.0
242118b_2024,DESPESAS OPERACIONAIS,19350.0
242118b_2024,MODELO D,1627.4
242118b_2024,MODELO D [CBF],3451.2
242118b_2024,QUADRO MÓVEL [F],4250.0
242118b_2024,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1646.15
242118b_2024,"11% - INSS SOBRE DELEGADO, SUPERVISOR, COORDENADOR E PROTOCOLO",302.5
242118b_2024,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",1146.89
242118b_2024,IRRF SOBRE O QUADRO MÓVEL [FEDERAÇÃO],242.36
